Plate,State,License Type,Issue Date,Violation Time,Violation,Payment Amount,Precinct,County
JGA2776,NY,PAS,2021-02-22,01:58P,BUS LANE VIOLATION,150.0,0.0,MN
87541MC,NY,COM,2021-02-22,02:06P,BUS LANE VIOLATION,50.0,0.0,MN
KFT7498,NY,PAS,2021-02-22,03:53P,BUS LANE VIOLATION,50.0,0.0,BX
12060MJ,NY,COM,2021-02-22,03:53P,BUS LANE VIOLATION,250.0,0.0,MN
62157MM,NY,COM,2021-02-22,05:22P,BUS LANE VIOLATION,50.0,0.0,BX
IR29KR,FL,PAS,2021-02-22,05:33P,BUS LANE VIOLATION,50.0,0.0,QN
A33KEV,NJ,PAS,2021-02-22,05:42P,BUS LANE VIOLATION,50.0,0.0,BX
13051MP,NY,COM,2021-02-22,06:40P,BUS LANE VIOLATION,50.0,0.0,BK
KJZ4542,NY,PAS,2021-02-23,09:32A,BUS LANE VIOLATION,50.0,0.0,BK
CAK5460,NY,PAS,2021-02-23,09:51A,BUS LANE VIOLATION,50.0,0.0,MN
U17MJA,NJ,PAS,2021-02-23,10:33A,BUS LANE VIOLATION,50.0,0.0,MN
874638R,NJ,PAS,2021-01-22,06:32A,NO PARKING-DAY/TIME LIMITS,0.0,47.0,BX
89473MJ,NY,COM,2021-02-23,12:02P,BUS LANE VIOLATION,250.0,0.0,BX
T771929C,NY,OMT,2021-02-23,12:59P,BUS LANE VIOLATION,100.0,0.0,BK
KEN5071,NY,PAS,2021-02-23,02:01P,BUS LANE VIOLATION,50.0,0.0,BX
76022MN,NY,COM,2021-02-23,02:15P,BUS LANE VIOLATION,50.0,0.0,MN
83626ME,NY,COM,2021-02-23,03:43P,BUS LANE VIOLATION,50.0,0.0,BK
H56MNG,NJ,PAS,2021-02-23,04:31P,BUS LANE VIOLATION,50.0,0.0,MN
HLY9887,NY,PAS,2021-02-23,04:39P,BUS LANE VIOLATION,50.0,0.0,MN
PXLM33,FL,PAS,2021-02-23,05:39P,BUS LANE VIOLATION,100.0,0.0,MN
JSD2970,NY,PAS,2021-02-23,05:52P,BUS LANE VIOLATION,50.0,0.0,MN
M74FAS,NJ,PAS,2021-02-23,06:51P,BUS LANE VIOLATION,50.0,0.0,BX
XHLW76,NJ,PAS,2021-02-24,07:57A,BUS LANE VIOLATION,100.0,0.0,MN
HCS1885,NY,PAS,2021-02-22,05:01P,BUS LANE VIOLATION,50.0,0.0,BK
XDRE69,NJ,PAS,2021-02-23,12:34P,BUS LANE VIOLATION,50.0,0.0,MN
T676119C,NY,OMT,2021-02-23,04:42P,BUS LANE VIOLATION,250.0,0.0,MN
T740536C,NY,OMT,2021-02-24,07:21A,BUS LANE VIOLATION,50.0,0.0,BX
GHP1660,NY,PAS,2021-02-18,09:40A,NO PARKING-STREET CLEANING,0.0,25.0,NY
49837JG,NY,COM,2021-02-24,09:28A,BUS LANE VIOLATION,150.0,0.0,MN
GYD5395,NY,PAS,2021-07-19,03:50A,NO STANDING-DAY/TIME LIMITS,115.0,100.0,Q
KHT1280,NY,PAS,2021-02-24,10:25A,BUS LANE VIOLATION,50.0,0.0,MN
JGM7647,NY,PAS,2021-01-26,03:52P,NO STANDING-DAY/TIME LIMITS,0.0,79.0,K
E37KYT,NJ,PAS,2021-02-24,11:49A,BUS LANE VIOLATION,150.0,0.0,BK
T791599C,NY,OMT,2021-02-24,12:15P,BUS LANE VIOLATION,50.0,0.0,MN
87968MK,NY,COM,2021-02-24,08:51P,BUS LANE VIOLATION,250.0,0.0,MN
HLA5621,NY,PAS,2021-02-25,08:12A,BUS LANE VIOLATION,50.0,0.0,QN
JPX1499,NY,PAS,2021-02-07,09:06A,OBSTRUCTING DRIVEWAY,95.0,115.0,Q
66730MD,NY,COM,2021-02-24,12:34P,BUS LANE VIOLATION,250.0,0.0,MN
T766574C,NY,OMT,2021-02-24,02:16P,BUS LANE VIOLATION,50.0,0.0,MN
HYB1787,NY,PAS,2021-02-24,02:35P,BUS LANE VIOLATION,50.0,0.0,BK
81910MA,NY,COM,2021-02-24,02:50P,BUS LANE VIOLATION,100.0,0.0,MN
GSC6061,NY,PAS,2021-02-24,03:45P,BUS LANE VIOLATION,50.0,0.0,ST
KFP9909,NY,PAS,2021-02-24,03:50P,BUS LANE VIOLATION,50.0,0.0,BK
LCYC94,FL,PAS,2021-02-24,03:58P,BUS LANE VIOLATION,50.0,0.0,MN
52415MJ,NY,COM,2021-02-22,02:08P,BUS LANE VIOLATION,250.0,0.0,MN
T700587C,NY,OMT,2021-02-24,05:47P,BUS LANE VIOLATION,50.0,0.0,BK
KEE4405,NY,PAS,2021-01-22,02:09P,NO PARKING-DAY/TIME LIMITS,0.0,5.0,NY
T806702C,NY,OMT,2021-02-24,06:44P,BUS LANE VIOLATION,50.0,0.0,BK
44076MK,NY,COM,2021-02-24,07:05P,BUS LANE VIOLATION,250.0,0.0,BX
TVE138,SC,PAS,2021-02-25,11:20A,BUS LANE VIOLATION,50.0,0.0,BK
101142,NY,STA,2021-02-25,11:51A,BUS LANE VIOLATION,50.0,0.0,MN
JRV5226,NY,PAS,2021-02-25,12:01P,BUS LANE VIOLATION,50.0,0.0,MN
KDX7505,NY,PAS,2021-02-25,02:02P,BUS LANE VIOLATION,50.0,0.0,BK
KJN2555,NY,PAS,2021-02-25,02:31P,BUS LANE VIOLATION,50.0,0.0,BK
T772619C,NY,OMT,2021-02-25,07:26A,BUS LANE VIOLATION,50.0,0.0,MN
AJ76440,AZ,PAS,2021-02-25,03:09P,BUS LANE VIOLATION,50.0,0.0,MN
69064CH,MD,PAS,2021-02-25,03:27P,BUS LANE VIOLATION,50.0,0.0,QN
EFJ1993,NY,PAS,2021-02-25,03:43P,BUS LANE VIOLATION,50.0,0.0,MN
61340MC,NY,COM,2021-02-25,03:51P,BUS LANE VIOLATION,250.0,0.0,MN
D17MYH,NJ,PAS,2021-02-25,04:04P,BUS LANE VIOLATION,50.0,0.0,ST
KGH2594,NY,PAS,2021-02-25,04:59P,BUS LANE VIOLATION,50.0,0.0,QN
24247MM,NY,COM,2021-02-25,05:01P,BUS LANE VIOLATION,150.0,0.0,MN
79612MD,NY,COM,2021-02-25,05:10P,BUS LANE VIOLATION,200.0,0.0,MN
KJW2003,NY,PAS,2021-02-25,05:12P,BUS LANE VIOLATION,50.0,0.0,MN
KKU3119,NY,PAS,2021-02-25,05:43P,BUS LANE VIOLATION,50.0,0.0,MN
S71MBK,NJ,PAS,2021-02-25,06:20P,BUS LANE VIOLATION,50.0,0.0,MN
HVX3224,NY,PAS,2021-02-25,06:20P,BUS LANE VIOLATION,50.0,0.0,MN
HAC9594,NY,PAS,2021-02-25,06:25P,BUS LANE VIOLATION,50.0,0.0,BX
JHT5139,NY,PAS,2021-02-25,06:45P,BUS LANE VIOLATION,50.0,0.0,BX
KGH4269,NY,PAS,2021-02-26,07:39A,BUS LANE VIOLATION,50.0,0.0,BK
KDR1520,NY,PAS,2021-02-26,08:55A,BUS LANE VIOLATION,250.0,0.0,BK
HKB1790,NY,PAS,2021-02-26,09:09A,BUS LANE VIOLATION,50.0,0.0,BX
49837JG,NY,COM,2021-02-26,09:22A,BUS LANE VIOLATION,200.0,0.0,MN
62945ML,NY,COM,2021-02-26,09:54A,BUS LANE VIOLATION,250.0,0.0,MN
36967MA,NY,COM,2021-02-26,10:48A,BUS LANE VIOLATION,50.0,0.0,MN
W22NDB,NJ,PAS,2021-02-25,06:24P,BUS LANE VIOLATION,50.0,0.0,QN
T757692C,NY,OMT,2021-02-26,10:55A,BUS LANE VIOLATION,100.0,0.0,BX
HMX8789,NY,PAS,2021-02-26,11:01A,BUS LANE VIOLATION,100.0,0.0,BK
89328MJ,NY,COM,2021-02-25,10:24A,BUS LANE VIOLATION,250.0,0.0,BK
A81FPT,NJ,PAS,2021-02-26,12:04P,BUS LANE VIOLATION,50.0,0.0,BX
88272ML,NY,COM,2021-02-26,12:05P,BUS LANE VIOLATION,100.0,0.0,MN
HYU8843,NY,PAS,2021-02-26,01:03P,BUS LANE VIOLATION,50.0,0.0,QN
JAB9005,NY,PAS,2021-02-26,01:09P,BUS LANE VIOLATION,50.0,0.0,MN
N74KJJ,NJ,PAS,2021-02-26,01:51P,BUS LANE VIOLATION,50.0,0.0,MN
X75ELV,NJ,PAS,2021-02-26,02:01P,BUS LANE VIOLATION,50.0,0.0,MN
KHX9476,NY,PAS,2021-02-26,02:11P,BUS LANE VIOLATION,100.0,0.0,QN
P49MYF,NJ,PAS,2021-02-26,02:21P,BUS LANE VIOLATION,50.0,0.0,BX
QHVK78,FL,PAS,2021-02-26,03:03P,BUS LANE VIOLATION,100.0,0.0,MN
ALS8126,NY,PAS,2021-02-26,03:33P,BUS LANE VIOLATION,50.0,0.0,BK
A87LKN,NJ,PAS,2021-02-26,03:41P,BUS LANE VIOLATION,50.0,0.0,MN
LDN8970,PA,PAS,2021-02-26,03:57P,BUS LANE VIOLATION,50.0,0.0,BX
T681824C,NY,OMT,2021-02-26,04:00P,BUS LANE VIOLATION,50.0,0.0,BX
HYZ7959,NY,OMS,2021-02-26,04:03P,BUS LANE VIOLATION,50.0,0.0,MN
68570MN,NY,COM,2021-02-26,04:46P,BUS LANE VIOLATION,0.0,0.0,MN
AJB3777,NY,PAS,2021-02-26,05:02P,BUS LANE VIOLATION,50.0,0.0,BK
KDV8259,NY,PAS,2021-02-26,05:03P,BUS LANE VIOLATION,50.0,0.0,MN
KDR1583,NY,PAS,2021-02-26,05:06P,BUS LANE VIOLATION,50.0,0.0,BK
KGW4370,NY,PAS,2021-02-26,05:20P,BUS LANE VIOLATION,50.0,0.0,MN
HFV2899,NY,PAS,2021-02-26,06:13P,BUS LANE VIOLATION,50.0,0.0,MN
JCC9258,NY,PAS,2021-02-26,04:38P,BUS LANE VIOLATION,50.0,0.0,BK
JCP6805,NY,PAS,2021-02-26,08:44P,BUS LANE VIOLATION,100.0,0.0,MN
182XUE,CT,PAS,2021-02-26,08:55P,BUS LANE VIOLATION,50.0,0.0,MN
60736MG,NY,COM,2021-02-26,11:36A,BUS LANE VIOLATION,50.0,0.0,MN
JLT7942,NY,PAS,2021-02-26,12:04P,BUS LANE VIOLATION,50.0,0.0,BK
JHN5145,NY,PAS,2021-02-26,09:13P,BUS LANE VIOLATION,50.0,0.0,MN
HXD7133,NY,PAS,2021-02-27,09:37A,BUS LANE VIOLATION,50.0,0.0,MN
HGU4947,NY,PAS,2021-02-27,09:50A,BUS LANE VIOLATION,50.0,0.0,MN
T803875C,NY,OMT,2021-02-27,09:58A,BUS LANE VIOLATION,50.0,0.0,BX
JMK4882,NY,PAS,2021-02-27,12:18P,BUS LANE VIOLATION,50.0,0.0,BX
L89MDM,NJ,PAS,2021-02-27,01:54P,BUS LANE VIOLATION,50.0,0.0,MN
Y15KPF,NJ,PAS,2021-02-27,02:26P,BUS LANE VIOLATION,50.0,0.0,MN
HKT1741,NY,PAS,2021-02-27,02:49P,BUS LANE VIOLATION,50.0,0.0,MN
GHV5302,NY,PAS,2021-02-27,03:21P,BUS LANE VIOLATION,50.0,0.0,MN
CMG1979,NY,PAS,2021-02-27,03:35P,BUS LANE VIOLATION,50.0,0.0,BX
T660411C,NY,OMT,2021-02-27,07:03P,BUS LANE VIOLATION,100.0,0.0,MN
ALX5855,NY,PAS,2021-02-27,07:04P,BUS LANE VIOLATION,50.0,0.0,MN
JFR2515,NY,PAS,2021-02-27,07:21P,BUS LANE VIOLATION,50.0,0.0,MN
GST7309,NY,PAS,2021-02-27,08:01P,BUS LANE VIOLATION,50.0,0.0,MN
KGX4813,NY,PAS,2021-02-27,08:39P,BUS LANE VIOLATION,50.0,0.0,MN
KET6505,NY,PAS,2021-02-27,08:58P,BUS LANE VIOLATION,50.0,0.0,MN
T731991C,NY,OMT,2021-02-27,09:17P,BUS LANE VIOLATION,50.0,0.0,BX
JJT9119,NY,PAS,2021-02-27,09:18P,BUS LANE VIOLATION,100.0,0.0,MN
X15KRX,NJ,PAS,2021-02-28,07:40A,BUS LANE VIOLATION,50.0,0.0,MN
JFM6914,NY,PAS,2021-02-28,07:51A,BUS LANE VIOLATION,50.0,0.0,MN
JFM6914,NY,PAS,2021-02-28,08:03A,BUS LANE VIOLATION,50.0,0.0,MN
X15KRX,NJ,PAS,2021-02-28,08:08A,BUS LANE VIOLATION,50.0,0.0,MN
Y101559C,NY,OMT,2021-02-28,10:00A,BUS LANE VIOLATION,50.0,0.0,MN
T664040C,NY,OMT,2021-02-28,12:27P,BUS LANE VIOLATION,200.0,0.0,MN
M54FVS,NJ,PAS,2021-02-28,01:10P,BUS LANE VIOLATION,50.0,0.0,MN
K64ADU,NJ,PAS,2021-02-28,01:39P,BUS LANE VIOLATION,50.0,0.0,MN
HKW6917,NY,PAS,2021-02-28,02:53P,BUS LANE VIOLATION,50.0,0.0,MN
KGY8819,PA,PAS,2021-02-28,03:12P,BUS LANE VIOLATION,50.0,0.0,MN
KGY8819,PA,PAS,2021-02-28,03:22P,BUS LANE VIOLATION,50.0,0.0,MN
978WKL,CT,PAS,2021-02-28,03:52P,BUS LANE VIOLATION,50.0,0.0,MN
5G91K,NY,OMT,2021-02-28,04:12P,BUS LANE VIOLATION,50.0,0.0,MN
KJZ4704,NY,PAS,2021-02-28,04:38P,BUS LANE VIOLATION,250.0,0.0,MN
HZK6478,NY,PAS,2021-02-28,05:42P,BUS LANE VIOLATION,50.0,0.0,MN
KFP4443,NY,PAS,2021-03-01,06:55P,BUS LANE VIOLATION,50.0,0.0,BK
KKC3045,NY,PAS,2021-03-01,09:31P,BUS LANE VIOLATION,50.0,0.0,MN
KJW2003,NY,PAS,2021-03-02,09:19A,BUS LANE VIOLATION,50.0,0.0,MN
S29KJD,NJ,PAS,2021-02-28,06:07P,BUS LANE VIOLATION,0.0,0.0,QN
KGC9332,NY,PAS,2021-02-28,06:08P,BUS LANE VIOLATION,50.0,0.0,MN
W85MJH,NJ,PAS,2021-02-28,07:42P,BUS LANE VIOLATION,50.0,0.0,MN
KGR8887,NY,PAS,2021-02-28,08:15P,BUS LANE VIOLATION,150.0,0.0,MN
KEV7924,NY,PAS,2021-02-28,08:41P,BUS LANE VIOLATION,50.0,0.0,MN
T628940C,NY,OMT,2021-02-28,09:07P,BUS LANE VIOLATION,50.0,0.0,BX
T680526C,NY,OMT,2021-02-28,09:29P,BUS LANE VIOLATION,200.0,0.0,MN
4B14H,NY,OMT,2021-02-28,09:56P,BUS LANE VIOLATION,50.0,0.0,MN
KJJ2351,NY,PAS,2021-03-01,06:37A,BUS LANE VIOLATION,50.0,0.0,MN
L80EMK,NJ,PAS,2021-03-01,07:34A,BUS LANE VIOLATION,50.0,0.0,MN
HFV9634,NY,PAS,2021-03-01,08:17A,BUS LANE VIOLATION,50.0,0.0,BX
KEX4178,NY,PAS,2021-03-01,08:21A,BUS LANE VIOLATION,50.0,0.0,BX
KFT1637,NY,PAS,2021-03-01,08:28A,BUS LANE VIOLATION,50.0,0.0,BK
T18MXX,NJ,PAS,2021-03-01,10:06A,BUS LANE VIOLATION,50.0,0.0,MN
V20BXM,NJ,PAS,2021-03-01,10:18A,BUS LANE VIOLATION,50.0,0.0,MN
T701967C,NY,OMT,2021-03-01,11:15A,BUS LANE VIOLATION,50.0,0.0,BK
T687399C,NY,OMT,2021-03-01,11:46A,BUS LANE VIOLATION,100.0,0.0,MN
HNP3346,NY,PAS,2021-03-01,01:18P,BUS LANE VIOLATION,50.0,0.0,BX
97680ML,NY,COM,2021-03-01,01:31P,BUS LANE VIOLATION,250.0,0.0,MN
T715139C,NY,OMT,2021-03-01,01:54P,BUS LANE VIOLATION,50.0,0.0,MN
JBZ5917,NY,PAS,2021-03-01,02:34P,BUS LANE VIOLATION,50.0,0.0,MN
QHVK78,FL,PAS,2021-03-01,02:42P,BUS LANE VIOLATION,100.0,0.0,MN
T667992C,NY,OMT,2021-03-01,04:42P,BUS LANE VIOLATION,50.0,0.0,MN
T651725C,NY,OMT,2021-03-01,04:59P,BUS LANE VIOLATION,50.0,0.0,MN
T805840C,NY,OMT,2021-03-01,05:47P,BUS LANE VIOLATION,50.0,0.0,MN
JCZ6398,NY,PAS,2021-03-01,06:01P,BUS LANE VIOLATION,50.0,0.0,MN
KHT7306,NY,PAS,2021-03-05,12:34P,BUS LANE VIOLATION,50.0,0.0,BK
JSC9556,NY,PAS,2021-03-05,01:18P,BUS LANE VIOLATION,50.0,0.0,BX
JNX9826,NY,PAS,2021-03-05,01:43P,BUS LANE VIOLATION,50.0,0.0,BK
JGW2014,NY,PAS,2021-03-05,03:55P,BUS LANE VIOLATION,50.0,0.0,BX
KHA2144,NY,PAS,2021-03-05,03:55P,BUS LANE VIOLATION,50.0,0.0,MN
HDJ2154,NY,PAS,2021-03-05,04:35P,BUS LANE VIOLATION,50.0,0.0,MN
JEJ6265,NY,PAS,2021-03-06,06:58A,BUS LANE VIOLATION,50.0,0.0,MN
KHA7353,NY,PAS,2021-03-06,11:55A,BUS LANE VIOLATION,50.0,0.0,MN
JNA3356,NY,PAS,2021-03-06,12:05P,BUS LANE VIOLATION,50.0,0.0,MN
ERC9241,NY,PAS,2021-03-06,05:20P,BUS LANE VIOLATION,100.0,0.0,QN
21029JY,NY,COM,2021-03-02,09:41A,BUS LANE VIOLATION,50.0,0.0,MN
T732038C,NY,OMT,2021-03-02,09:50A,BUS LANE VIOLATION,100.0,0.0,BX
KGG3040,NY,PAS,2021-03-07,03:27P,BUS LANE VIOLATION,50.0,0.0,MN
T728225C,NY,OMT,2021-03-08,06:10A,BUS LANE VIOLATION,50.0,0.0,MN
89786ML,NY,COM,2021-03-02,10:27A,BUS LANE VIOLATION,0.0,0.0,MN
KJJ2365,NY,PAS,2021-03-02,11:39A,BUS LANE VIOLATION,50.0,0.0,MN
T719959C,NY,OMT,2021-03-02,11:40A,BUS LANE VIOLATION,50.0,0.0,BX
JKW7927,NY,PAS,2021-03-02,12:05P,BUS LANE VIOLATION,150.0,0.0,BX
JRV5226,NY,PAS,2021-03-02,12:50P,BUS LANE VIOLATION,50.0,0.0,MN
KHG7425,NY,PAS,2021-03-02,12:53P,BUS LANE VIOLATION,50.0,0.0,QN
V50LXH,NJ,PAS,2021-03-02,12:57P,BUS LANE VIOLATION,50.0,0.0,MN
HDH2607,NC,PAS,2021-03-02,01:57P,BUS LANE VIOLATION,50.0,0.0,MN
T731927C,NY,OMT,2021-03-02,02:08P,BUS LANE VIOLATION,50.0,0.0,BX
645ZVT,KY,PAS,2021-03-02,02:08P,BUS LANE VIOLATION,100.0,0.0,MN
KEM8009,NY,PAS,2021-03-02,02:21P,BUS LANE VIOLATION,150.0,0.0,BX
T673220C,NY,OMT,2021-03-02,02:38P,BUS LANE VIOLATION,50.0,0.0,BK
UJS7819,VA,PAS,2021-03-02,03:03P,BUS LANE VIOLATION,50.0,0.0,BX
S11LXG,NJ,PAS,2021-03-02,03:15P,BUS LANE VIOLATION,50.0,0.0,BX
RFH640,SC,PAS,2021-03-02,04:01P,BUS LANE VIOLATION,50.0,0.0,BX
C58KBN,NJ,PAS,2021-03-02,04:31P,BUS LANE VIOLATION,50.0,0.0,MN
WEE146,NE,PAS,2021-03-02,04:58P,BUS LANE VIOLATION,50.0,0.0,BX
KEN8974,NY,PAS,2021-03-02,05:07P,BUS LANE VIOLATION,50.0,0.0,BX
UJS7551,VA,PAS,2021-03-02,05:24P,BUS LANE VIOLATION,50.0,0.0,MN
UTJ2712,VA,PAS,2021-03-02,05:45P,BUS LANE VIOLATION,50.0,0.0,MN
74550AX,NY,COM,2021-03-02,01:30P,BUS LANE VIOLATION,150.0,0.0,MN
JAA3781,NY,PAS,2021-03-02,01:38P,BUS LANE VIOLATION,50.0,0.0,MN
HSZ3417,NY,PAS,2021-03-02,06:28P,BUS LANE VIOLATION,50.0,0.0,BK
D54KKU,NJ,PAS,2021-03-02,06:56P,BUS LANE VIOLATION,50.0,0.0,MN
HRF7205,NY,PAS,2021-03-02,06:57P,BUS LANE VIOLATION,50.0,0.0,BK
T666010C,NY,OMT,2021-03-02,08:18P,BUS LANE VIOLATION,150.0,0.0,BX
S31KUS,NJ,PAS,2021-03-02,09:53P,BUS LANE VIOLATION,50.0,0.0,MN
R78LXH,NJ,PAS,2021-03-03,06:04A,BUS LANE VIOLATION,100.0,0.0,MN
BPFJ36,FL,PAS,2021-03-03,07:46A,BUS LANE VIOLATION,50.0,0.0,BK
218RWH,KY,PAS,2021-03-03,08:07A,BUS LANE VIOLATION,50.0,0.0,BX
KJZ3859,NY,PAS,2021-03-03,09:01A,BUS LANE VIOLATION,50.0,0.0,MN
T685102C,NY,OMT,2021-03-03,09:22A,BUS LANE VIOLATION,150.0,0.0,MN
GYU8849,NY,PAS,2021-03-03,10:07A,BUS LANE VIOLATION,50.0,0.0,BX
CJX287,MN,PAS,2021-03-03,11:19A,BUS LANE VIOLATION,50.0,0.0,MN
LMJ3835,PA,PAS,2021-03-03,11:28A,BUS LANE VIOLATION,50.0,0.0,BX
BKZ2145,NY,PAS,2021-03-03,12:37P,BUS LANE VIOLATION,50.0,0.0,MN
42244ME,NY,COM,2021-03-03,12:39P,BUS LANE VIOLATION,50.0,0.0,MN
JFJ6242,NY,PAS,2021-03-03,12:42P,BUS LANE VIOLATION,50.0,0.0,BX
USK4943,VA,PAS,2021-03-03,01:22P,BUS LANE VIOLATION,50.0,0.0,BX
HXZ9848,NY,PAS,2021-03-03,01:59P,BUS LANE VIOLATION,50.0,0.0,MN
T669565C,NY,OMT,2021-03-03,02:35P,BUS LANE VIOLATION,50.0,0.0,QN
T662340C,NY,OMT,2021-03-03,03:03P,BUS LANE VIOLATION,250.0,0.0,MN
T686904C,NY,OMT,2021-03-03,03:32P,BUS LANE VIOLATION,50.0,0.0,BK
JKV1700,NY,PAS,2021-03-03,03:33P,BUS LANE VIOLATION,250.0,0.0,BK
KEP4397,NY,PAS,2021-03-03,03:41P,BUS LANE VIOLATION,50.0,0.0,BK
LMR9403,PA,PAS,2021-03-03,03:41P,BUS LANE VIOLATION,100.0,0.0,MN
JLDZ59,FL,PAS,2021-03-03,04:10P,BUS LANE VIOLATION,50.0,0.0,MN
JGR5775,NY,PAS,2021-03-03,04:13P,BUS LANE VIOLATION,50.0,0.0,MN
HYK4375,NY,PAS,2021-03-03,05:13P,BUS LANE VIOLATION,50.0,0.0,MN
JRX7376,NY,OMS,2021-03-03,09:45P,BUS LANE VIOLATION,50.0,0.0,MN
LZX8739,TX,PAS,2021-03-04,07:37A,BUS LANE VIOLATION,50.0,0.0,MN
HZR5099,NY,PAS,2021-03-04,07:39A,BUS LANE VIOLATION,50.0,0.0,BX
KEX4178,NY,PAS,2021-03-04,08:30A,BUS LANE VIOLATION,50.0,0.0,MN
KEX4178,NY,PAS,2021-03-04,08:35A,BUS LANE VIOLATION,50.0,0.0,MN
JHR7664,NY,PAS,2021-03-04,11:33A,BUS LANE VIOLATION,50.0,0.0,MN
BPHZ26,FL,PAS,2021-03-04,11:47A,BUS LANE VIOLATION,50.0,0.0,MN
HZY6419,NY,OMS,2021-03-04,11:49A,BUS LANE VIOLATION,50.0,0.0,BK
JLE3350,NY,PAS,2021-03-04,12:06P,BUS LANE VIOLATION,50.0,0.0,BX
RVA9695,GA,PAS,2021-03-04,12:32P,BUS LANE VIOLATION,50.0,0.0,BX
C83MUE,NJ,PAS,2021-03-04,12:45P,BUS LANE VIOLATION,50.0,0.0,MN
HHK2414,NY,PAS,2021-03-04,01:39P,BUS LANE VIOLATION,50.0,0.0,BX
ELM561,MN,PAS,2021-03-04,02:04P,BUS LANE VIOLATION,50.0,0.0,MN
LKTN40,FL,PAS,2021-03-04,03:13P,BUS LANE VIOLATION,50.0,0.0,MN
AN53342,CT,PAS,2021-03-04,04:44P,BUS LANE VIOLATION,50.0,0.0,BX
K76LXJ,NJ,PAS,2021-03-04,05:31P,BUS LANE VIOLATION,50.0,0.0,BK
T660067C,NY,OMT,2021-03-04,05:41P,BUS LANE VIOLATION,100.0,0.0,MN
KHU1966,NY,PAS,2021-03-04,06:36P,BUS LANE VIOLATION,50.0,0.0,BK
T806340C,NY,OMT,2021-03-04,04:48P,BUS LANE VIOLATION,50.0,0.0,MN
W715GX,NY,PAS,2021-03-04,07:19P,BUS LANE VIOLATION,50.0,0.0,BX
J73NKG,NJ,PAS,2021-03-04,08:25P,BUS LANE VIOLATION,50.0,0.0,MN
Z23KZZ,NJ,PAS,2021-03-04,08:54P,BUS LANE VIOLATION,50.0,0.0,MN
KKG1220,NY,PAS,2021-03-05,08:06A,BUS LANE VIOLATION,50.0,0.0,BK
KKC1876,NY,PAS,2021-03-04,07:34P,BUS LANE VIOLATION,50.0,0.0,MN
HMY3128,NY,PAS,2021-03-05,11:49A,BUS LANE VIOLATION,50.0,0.0,BK
KJR1173,NY,PAS,2021-03-05,11:55A,BUS LANE VIOLATION,50.0,0.0,QN
KGW1144,NY,PAS,2021-03-05,12:31P,BUS LANE VIOLATION,50.0,0.0,BK
IPPL95,FL,PAS,2021-01-01,02:00A,DOUBLE PARKING,0.0,81.0,
BOG9770,WA,PAS,2021-01-01,01:40P,VEHICLE FOR SALE(DEALERS ONLY),45.0,81.0,
HZN4238,NY,PAS,2021-01-21,10:31A,NO PARKING-STREET CLEANING,0.0,44.0,BX
HXY4263,NY,PAS,2021-01-21,10:33A,NO PARKING-STREET CLEANING,0.0,44.0,BX
12816P4,TX,PAS,2021-05-20,08:23A,NO PARKING-STREET CLEANING,65.0,25.0,NY
Y103058C,NY,OMT,2021-03-09,02:11P,BUS LANE VIOLATION,0.0,0.0,MN

